Data da Compra,Produto,Preco Original/Preco com Desconto,Fornecedor,Qtd. Comprada,Comprador,Nome Gerente,Sobrenome Gerente,Região Destino,
5/17/2020,Projetor,"126,9/126,9",Southridge Video,1,"Collins, Samuel",Charmine,Macura,Brasil - BA,
5/17/2020,Geladeira,"299/278,07",Litware ,4,"Ramos, Dana",Celinda,D'aubney,Brasil - SP,
5/17/2020,Sistema Audivisual para Carro,"149,95/119,96",Wide World Importers,1,"Torres, Shannon",Homerus,Longstreet,Brasil - RJ,
5/18/2020,Lâmpada,595/595,Contoso,3,"Andersen, Jerry",Abbey,Burrass,Brasil - SP,
5/18/2020,Ar Condicionado,595/595,Contoso,1,"Walker, Madison",Roderic,Nisbet,Brasil - RJ,
5/18/2020,Lâmpada,"25/18,75",Contoso,4,"Mehta, Francisco",Obediah,Costelow,Brasil - SP,
5/18/2020,Alto Falante,179/179,Proseware,1,"Raji, Tara",Helen,Seely,Brasil - RJ,
5/18/2020,CD Música,"257,5/257,5",Contoso,1,"Hughes, Kayla",Hugues,Collis,Brasil - SP,
5/18/2020,Lâmpada,"595/368,9",Contoso,1,"Jones, Brandon",Maggie,Maccrossan,Brasil - SP,
5/18/2020,Ar Condicionado,595/595,Contoso,1,"Hayes, Connor",Bran,Wootton,Brasil - SP,
5/18/2020,Ar Condicionado,595/595,Contoso,1,"Cooper, Garrett",Haydon,Kike,Brasil - SP,
5/18/2020,Lâmpada,595/595,Contoso,1,"Kumar, Brad",Frazer,Baytrop,Brasil - SP,
5/18/2020,Rádio,"4,99/4,39",Hashtag Toys,5,"Alexander, Jason",Cole,Wix,Brasil - SP,
5/18/2020,Rádio,"4,99/4,99",Hashtag Toys,1,"Morgan, Marcus",Laurence,Tilston,Brasil - SP,
5/18/2020,Ventilador,"43/30,96",Hashtag Toys,1,"Lopez, Alexandra",Darius,Allmen,Brasil - RJ,
5/18/2020,Acessórios de TV e Áudio,"149,95/149,95",Wide World Importers,1,"Hayes, Jeremiah",Sarajane,Ickovicz,Brasil - SP,
5/18/2020,Microondas,"269,9/269,9",Litware ,4,"Parker, Mason",Starlin,Meriet,Brasil - SP,
5/18/2020,Gravador,"16,99/14,1",Southridge Video,3,"Peterson, Juan",Layton,Edworthie,Brasil - SP,
5/18/2020,Gravador,"16,99/11,72",Southridge Video,1,"Rodriguez, Heidi",Debby,Taillard,Brasil - ES,
5/18/2020,Ventilador,34/34,Hashtag Toys,1,"Ma, Roger",Taryn,Priddle,Brasil - ES,
5/18/2020,Lâmpada,595/595,Contoso,1,"Zheng, Arturo",Konstance,Slocom,Brasil - RJ,
5/18/2020,Ar Condicionado,"595/553,35",Contoso,5,"Suarez, Renee",Garry,Syme,Brasil - SP,
5/18/2020,Monitor,"126,9/126,9",Southridge Video,1,"Scott, Alex",Antons,Burberry,Brasil - SP,
5/18/2020,Projetor,"126,9/126,9",Southridge Video,5,"Gonzales, Samantha",Nonnah,Joddins,Brasil - SP,
5/18/2020,Monitor,"126,9/126,9",Southridge Video,2,"Carter, Isaac",Gabriel,Casa,Brasil - ES,
5/18/2020,Monitor,"126,9/126,9",Southridge Video,4,"Martinez, Abigail",Valentino,Maith,Brasil - SP,
5/18/2020,Geladeira,"269,9/269,9",Litware ,4,"Parker, Mason",Bobinette,Brimblecombe,Brasil - SP,
5/18/2020,Alto Falante,"179/159,31",Proseware,1,"Raji, Tara",Sidoney,Goldsbrough,Brasil - RJ,
5/19/2020,Acessórios de TV e Áudio,"199,95/199,95",Wide World Importers,1,"Suarez, Jonathon",Shell,Bearn,Brasil - SP,
5/19/2020,Ventilador,"28/26,04",Hashtag Toys,4,"Gutierrez, Krista",Creighton,Newarte,Brasil - ES,
5/19/2020,Aparelho de Som,28/28,Hashtag Toys,1,"Alvarez, Dana",Bendicty,Kindleside,Brasil - RJ,
5/19/2020,Ar Condicionado,595/595,Contoso,1,"Coleman, Hailey",Cookie,Leek,Brasil - SP,
5/19/2020,Lâmpada,595/595,Contoso,2,"Lopez, Gabriella",Paulo,Sellar,Brasil - SP,
5/19/2020,Lâmpada,595/595,Contoso,1,"Jenkins, Jennifer",Selia,Shovel,Brasil - RJ,
5/19/2020,Rádio,"16,89/14,53",Hashtag Toys,4,"Ward, Makayla",Wade,Filson,Brasil - RJ,
5/19/2020,Rádio,"8,88/7,37",Southridge Video,1,"Rai, Mario",Donnie,Wraxall,Brasil - RJ,
5/19/2020,Gravador,"8,88/8,88",Southridge Video,1,"Butler, Melissa",Shalom,Hathaway,Brasil - SP,
5/19/2020,Gravador,"6,99/6,99",Southridge Video,2,"Russell, Caroline",Prentiss,Hamprecht,Brasil - SP,
5/19/2020,Gravador,"6,99/6,99",Hashtag Toys,5,"Zhao, Kristen",Sibel,Mishow,Brasil - SP,
5/19/2020,Rádio,"6,99/5,59",Hashtag Toys,3,"Zhang, Barbara",Haily,Powles,Brasil - SP,
5/19/2020,Rádio,"6,99/6,99",Southridge Video,1,"Gill, Javier",Travis,Nelius,Brasil - SP,
5/19/2020,Rádio,"6,99/6,99",Southridge Video,5,"Yuan, Calvin",Joell,Knight,Brasil - SP,
5/19/2020,Gravador,"8,88/5,42",Southridge Video,2,"Alvarez, Adrienne",Antônio,Soares,Brasil - ES,
5/19/2020,Ar Condicionado,595/595,Contoso,1,"Srini, Darren",Waverly,Carlisi,Brasil - SP,
5/19/2020,Monitor,"126,9/106,6",Southridge Video,1,"Martinez, Roy",Kizzie,Moscon,Brasil - RJ,
5/19/2020,Projetor,"126,9/112,94",Southridge Video,1,"Henderson, Wyatt",Arvy,Shapcote,Brasil - SP,
5/19/2020,Projetor,"126,9/106,6",Southridge Video,1,"Patel, Abby",Giffy,Howson,Brasil - RJ,
5/19/2020,Monitor,"126,9/126,9",Southridge Video,1,"Rubio, Tanya",Jo,Bernier,Brasil - RJ,
5/19/2020,Projetor,"126,9/126,9",Southridge Video,3,"Sanchez, Andre",Theo,Peartree,Brasil - SP,
5/19/2020,Projetor,"126,9/126,9",Southridge Video,1,"Xu, Lindsey",Nowell,Henderson,Brasil - SP,
5/19/2020,Projetor,"126,9/123,09",Southridge Video,1,"Ruiz, Ross",Sasha,Lowers,Brasil - RJ,
5/19/2020,Monitor,"126,9/102,79",Southridge Video,5,"Peterson, Katelyn",Kip,Brigginshaw,Brasil - SP,
5/19/2020,Monitor,"126,9/118,02",Southridge Video,5,"Phillips, Evan",#N,D,Brasil - RJ,
5/19/2020,Monitor,"126,9/126,9",Southridge Video,2,"Evans, Isabella",#N,D,Brasil - ES,
5/19/2020,Geladeira,689/689,Litware ,1,"Rubio, Lance",Kenyon,Januszewicz,Brasil - MA,
5/19/2020,Acessórios de TV e Áudio,"199,95/199,95",Wide World Importers,1,"Chande, Cedric",Perle,Anthon,Brasil - SP,
5/19/2020,Microondas,689/689,Litware ,1,"Shan, Karla",Annalee,Gossart,Brasil - SP,
5/20/2020,Alto Falante,179/179,Wide World Importers,1,"Adams, Morgan",Di,Hegges,Brasil - SP,
5/20/2020,Alto Falante,179/179,Wide World Importers,1,"Carlson, Jimmy",Maible,Bosson,Brasil - SP,
5/20/2020,Fone de Ouvido Bluetooth,179/179,Wide World Importers,1,"Lal, Maurice",Pembroke,Marion,Brasil - RJ,
5/20/2020,Microondas,"569/432,44",Litware,1,"Johnston, Shannon",Pace,Leppingwell,Brasil - ES,
5/20/2020,Geladeira,299/299,Contoso,1,"Lopez, Rebekah",Jo,Ginnelly,Brasil - MA,
5/20/2020,Gravador,"8,88/8,88",Southridge Video,2,"Liang, Crystal",Vic,Grelik,Brasil - RJ,
5/20/2020,Rádio,"8,88/8,88",Southridge Video,1,"Sanchez, Raymond",Arman,Lavis,Brasil - SP,
5/20/2020,Ar Condicionado,25/25,Contoso,4,"Henderson, Hannah",Kerwin,Frarey,Brasil - SP,
5/20/2020,Lâmpada,25/25,Contoso,5,"Bryant, Caroline",Sibylle,Kleinmintz,Brasil - SP,
5/20/2020,Gravador,"8,88/5,59",Southridge Video,1,"Henderson, Nicole",Moe,Lissandri,Brasil - SP,
5/20/2020,Rádio,"8,88/8,88",Southridge Video,2,"Rivera, Grace",Daisi,Knowling,Brasil - SP,
5/20/2020,Aparelho de Som,"72,45/61,58",Hashtag Toys,1,"Baker, Sean",Alva,Oldman,Brasil - SP,
5/20/2020,Microondas,"480/302,4",Contoso,1,"Schmidt, Kristi",Cordie,Hardwin,Brasil - ES,
5/20/2020,Geladeira,429/429,Contoso,1,"Lewis, Edward",Fulvia,Dallender,Brasil - SP,
5/20/2020,Projetor,109/109,Southridge Video,1,"Raji, Kristin",Bidget,Lamplugh,Brasil - RJ,
5/20/2020,Aparelho de Som,34/34,Hashtag Toys,2,"Jones, Hunter",Eugene,Good,Brasil - ES,
5/20/2020,Aparelho de Som,28/28,Hashtag Toys,4,"Arun, Cory",Shaughn,Moriarty,Brasil - SP,
5/20/2020,Ventilador,109/109,Hashtag Toys,3,"Vazquez, Carolyn",Adriena,Yaldren,Brasil - SP,
5/20/2020,Gravador,"4,99/4,99",Hashtag Toys,5,"Powell, Rachel",Harrison,Leupoldt,Brasil - RJ,
5/20/2020,Rádio,"8,99/8,99",Hashtag Toys,5,"Ferrier, Jaclyn",Myrta,Wilkins,Brasil - RJ,
5/20/2020,Rádio,"8,99/8,99",Hashtag Toys,3,"Jackson, Joshua",Fara,Aglione,Brasil - SP,
5/20/2020,Monitor,"126,9/126,9",Southridge Video,1,"Liang, Candice",Clyde,Farraway,Brasil - ES,
5/20/2020,Monitor,"126,9/119,29",Southridge Video,1,"Romero, Marie",Nathalia,Dobbins,Brasil - SP,
5/20/2020,Projetor,"126,9/101,52",Southridge Video,1,"Gray, Ariana",Kimberly,Darrigrand,Brasil - ES,
5/20/2020,Projetor,"126,9/126,9",Southridge Video,1,"Deng, Terry",Risa,Perree,Brasil - RJ,
5/20/2020,Monitor,"126,9/121,82",Southridge Video,5,"Jones, Alyssa",Ralf,Pountain,Brasil - RJ,
5/20/2020,Monitor,"126,9/126,9",Southridge Video,1,"Jai, Hunter",Emalia,Guitonneau,Brasil - ES,
5/20/2020,Monitor,"126,9/119,29",Southridge Video,1,"Sanders, Shelby",Sonny,Rimington,Brasil - SP,
5/20/2020,Geladeira,"569/375,54",Litware,1,"Johnston, Shannon",Arliene,Haldenby,Brasil - ES,
5/20/2020,Microondas,"569/375,54",Litware,1,"Johnston, Shannon",Renato,Sirkett,Brasil - ES,
5/21/2020,Sistema Audivisual para Carro,"199,95/199,95",Wide World Importers,1,"Prasad, Monica",Niki,Andrzejak,Brasil - SP,
5/21/2020,Acessórios de TV e Áudio,"199,95/199,95",Wide World Importers,1,"Nara, Nicolas",Spence,O'hartnedy,Brasil - SP,
5/21/2020,Sistema Audivisual para Carro,"149,95/116,96",Wide World Importers,4,"Xu, Jamie",Delphine,Knobell,Brasil - SP,
5/21/2020,Ar Condicionado,"595/464,1",Contoso,1,"Smith, Matthew",Janene,Buye,Brasil - SP,
5/21/2020,Lâmpada,595/595,Contoso,1,"Blue, Nicole",Lázaro,Villanova,Brasil - SP,
5/21/2020,Lâmpada,"595/535,5",Contoso,1,"Thomas, Samantha",Stacee,Bollini,Brasil - SP,
5/21/2020,Ar Condicionado,25/25,Contoso,1,"Moore, Ian",Tommi,Rembrandt,Brasil - SP,
5/21/2020,Projetor,119/119,Southridge Video,5,"Cox, Brian",Anet,Fraanchyonok,Brasil - SP,
5/21/2020,Microondas,"299/212,29",Contoso,1,"Martin, Daniel",Madelene,Hallgarth,Brasil - SP,
5/21/2020,Rádio,"16,89/16,89",Hashtag Toys,2,"Rana, Darren",Charley,Benning,Brasil - RJ,
5/21/2020,Rádio,"4,98/4,98",Southridge Video,1,"Jimenez, Neil",Katrine,Sim,Brasil - SP,
5/21/2020,Gravador,"6,99/6,99",Hashtag Toys,1,"Xie, Mitchell",Cherilyn,Botley,Brasil - SP,
5/21/2020,Gravador,"8,99/6,38",Hashtag Toys,2,"Zhang, Susan",Alberta,Pitblado,Brasil - SP,
5/21/2020,Ar Condicionado,"126,9/126,9",Southridge Video,1,"Arthur, Carolyn",Field,Bircher,Brasil - RJ,
5/21/2020,Monitor,"126,9/126,9",Southridge Video,2,"Gutierrez, Gerald",Carlin,Ambroix,Brasil - SP,
5/21/2020,Projetor,"126,9/85,02",Southridge Video,4,"Jiménez, Danny",Barrie,Cettell,Brasil - SP,
5/21/2020,Monitor,"126,9/116,75",Southridge Video,1,"Patel, Sergio",Itai,Puntel,Brasil - SP,
5/21/2020,Monitor,"126,9/79,95",Southridge Video,1,"Andersen, Karla",Bettye,Youde,Brasil - SP,
5/21/2020,Projetor,"126,9/102,79",Southridge Video,4,"Perez, Wyatt",Raffarty,Wooler,Brasil - SP,
5/21/2020,Microondas,"569/540,55",Litware,4,"Cai, Gilbert",Warde,Galle,Brasil - SP,
5/21/2020,Microondas,689/689,Litware ,1,"Russell, Emma",Domenic,Armiger,Brasil - SP,
5/22/2020,Ar Condicionado,"595/404,6",Southridge Video,1,"Jenkins, Ashley",Florian,Gove,Brasil - SP,
5/22/2020,Lâmpada,"595/410,55",Contoso,1,"Xie, Deborah",Mycah,Dobby,Brasil - RJ,
5/22/2020,CD Música,"257,5/257,5",Contoso,1,"Vazquez, Max",Tiertza,Skelly,Brasil - RJ,
5/22/2020,Aparelho de Som,"109/77,39",Hashtag Toys,1,"Rubio, Latasha",Gifford,Pidwell,Brasil - ES,
5/22/2020,Gravador,"16,89/16,89",Hashtag Toys,2,"Dominguez, Deb",Kathryn,Nono,Brasil - SP,
5/22/2020,Gravador,"8,88/8,88",Southridge Video,1,"Xu, Ashlee",Vanda,Seamark,Brasil - SP,
5/22/2020,Gravador,"8,99/5,84",Hashtag Toys,1,"Raje, Katie",Willie,Fitchell,Brasil - RJ,
5/22/2020,Rádio,"8,88/8,88",Southridge Video,1,"Carlson, Dana",Mara,Mceneny,Brasil - SP,
5/22/2020,Lâmpada,595/595,Contoso,1,"Cook, Mason",Janina,Hortop,Brasil - RJ,
5/22/2020,Lâmpada,595/595,Southridge Video,1,"Parker, Connor",Morse,Gothrup,Brasil - ES,
5/22/2020,Aparelho de Som,109/109,Hashtag Toys,1,"Flores, Robert",Daisi,Knowling,Brasil - RJ,
5/22/2020,Ventilador,28/28,Hashtag Toys,1,"Walker, Daniel",Dottie,Donoghue,Brasil - SP,
5/22/2020,Ventilador,32/32,Hashtag Toys,4,"Moore, Christian",Stavros,Helsby,Brasil - SP,
5/22/2020,Aparelho de Som,32/32,Hashtag Toys,4,"Madan, Emmanuel",Dun,Seedull,Brasil - SP,
5/22/2020,Ventilador,"70,13/70,13",Hashtag Toys,3,"Gonzales, Logan",Jônatas,Castro,Brasil - SP,
5/22/2020,Rádio,"6,99/6,99",Hashtag Toys,2,"Gomez, Carrie",Yettie,Haddock,Brasil - SP,
5/22/2020,Rádio,"6,99/6,99",Hashtag Toys,5,"Li, Wesley",Yorgo,Doniso,Brasil - SP,
5/22/2020,Ar Condicionado,25/25,Contoso,2,"Rai, Christy",Sloane,Campana,Brasil - ES,
5/22/2020,Lâmpada,595/595,Contoso,1,"Chande, Louis",Yardley,Pentelow,Brasil - RJ,
5/22/2020,Monitor,"126,9/126,9",Southridge Video,2,"Ortega, Craig",Jaquith,Pichmann,Brasil - SP,
5/22/2020,Monitor,"126,9/98,98",Southridge Video,1,"Hill, Rebecca",Cris,Francescuzzi,Brasil - SP,
5/22/2020,Projetor,"126,9/126,9",Southridge Video,1,"Taylor, Dalton",Elke,Cliburn,Brasil - SP,
5/22/2020,Ar Condicionado,"126,9/82,49",Southridge Video,1,"Hayes, Antonio",Wolfy,Gleave,Brasil - RJ,
5/23/2020,Ar Condicionado,595/595,Contoso,1,"Subram, Andre",Rudolf,Draycott,Brasil - SP,
5/23/2020,Aparelho de Som,43/43,Hashtag Toys,4,"Srini, Ronald",Jeremie,Pirdy,Brasil - RJ,
5/23/2020,Lâmpada,595/595,Contoso,1,"Butler, Julia",Kylie,Easseby,Brasil - SP,
5/23/2020,Rádio,"8,88/8,88",Southridge Video,2,"Henderson, Elizabeth",Helene,Shoebotham,Brasil - ES,
5/23/2020,Ventilador,109/109,Hashtag Toys,1,"Lee, Joseph",Gerrilee,O'keaveny,Brasil - SP,
5/23/2020,Microondas,"269,9/269,9",Litware ,1,"Jai, Luis",Dru,Clinkard,Brasil - BA,
5/23/2020,Telefone para Casa & Escritório,326/326,Wide World Importers,1,"Bell, Brian",Pippo,Doddrell,Brasil - RJ,
5/23/2020,Ventilador,"72,45/72,45",Hashtag Toys,3,"Raman, Michele",Terence,Craddock,Brasil - SP,
5/23/2020,Ventilador,"34/27,2",Hashtag Toys,1,"Deng, Clayton",Elana,Jefferd,Brasil - SP,
5/23/2020,Gravador,"4,98/4,98",Southridge Video,1,"Nelson, Kaitlyn",Eb,Kernes,Brasil - SP,
5/23/2020,Ar Condicionado,595/595,Contoso,1,"Xu, Jaclyn",Chaddie,Trusty,Brasil - SP,
5/23/2020,Projetor,"126,9/126,9",Southridge Video,1,"Shan, Gregory",Brennan,Hubane,Brasil - SP,
5/23/2020,Monitor,"126,9/126,9",Southridge Video,1,"Munoz, Carolyn",Concettina,Kitchingman,Brasil - SP,
5/23/2020,Projetor,"126,9/126,9",Southridge Video,1,"Parker, Eric",Tyler,Bosnell,Brasil - SP,
5/23/2020,Projetor,"126,9/110,4",Southridge Video,5,"Campbell, Edward",Alexei,Tomei,Brasil - MA,
5/23/2020,Monitor,"126,9/97,71",Southridge Video,4,"Walker, Robert",Sharron,Lindeboom,Brasil - ES,
5/23/2020,Projetor,"126,9/78,68",Southridge Video,1,"Perez, Veronica",Stormy,Willoway,Brasil - RJ,
5/23/2020,Monitor,"126,9/107,87",Southridge Video,1,"Martinez, Natalie",Spense,Bodimeade,Brasil - SP,
5/23/2020,Monitor,"126,9/126,9",Southridge Video,1,"Harris, Abigail",Jody,Haugh,Brasil - SP,
5/23/2020,Monitor,"126,9/126,9",Southridge Video,4,"Luo, Jodi",Anabel,Durnall,Brasil - RJ,
5/23/2020,Monitor,"126,9/126,9",Southridge Video,1,"Shen, Dawn",Thorpe,Currm,Brasil - SP,
5/23/2020,Acessório para Câmera,"326/257,54",Wide World Importers,1,"Bell, Brian",Reece,Issac,Brasil - RJ,
5/24/2020,Ar Condicionado,595/595,Contoso,4,"She, Randy",Sayers,Littlejohns,Brasil - SP,
5/24/2020,Ar Condicionado,595/595,Contoso,3,"Gomez, Jacquelyn",Anny,Claricoates,Brasil - SP,
5/24/2020,Lâmpada,595/595,Contoso,1,"Dominguez, Derrick",Dody,Feragh,Brasil - RJ,
5/24/2020,Filmadora,"12,99/12,99",Contoso,1,"Liu, Alan",Torrin,Muscott,Brasil - RJ,
5/24/2020,Monitor,"56,9/36,99",Southridge Video,3,"Suarez, Jaime",Alick,Mcgaugan,Brasil - SP,
5/24/2020,Rádio,"16,99/16,99",Southridge Video,1,"Zeng, Susan",Andrea,Brightling,Brasil - BA,
5/24/2020,Rádio,"16,99/16,99",Southridge Video,1,"Malhotra, Allen",Lizette,Mattersley,Brasil - RJ,
5/24/2020,Gravador,"16,99/16,99",Southridge Video,3,"Garcia, Carla",Braden,Blare,Brasil - RJ,
5/24/2020,Ar Condicionado,595/595,Contoso,2,"Robinson, Lauren",Bebe,Steventon,Brasil - SP,
5/24/2020,Lâmpada,25/25,Southridge Video,3,"Blanco, Deanna",Cherye,Jankiewicz,Brasil - AM,
5/24/2020,Ar Condicionado,25/25,Southridge Video,1,"Sanchez, Isabella",Abramo,Collough,Brasil - RJ,
5/24/2020,Rádio,"4,99/4,99",Hashtag Toys,2,"Jai, Samuel",#N,D,Brasil - RJ,
5/24/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"James, Dalton",Wallie,Place,Brasil - SP,
5/24/2020,Ventilador,"70,13/66,62",Hashtag Toys,1,"Shan, Robert",Belle,Caseley,Brasil - RJ,
5/24/2020,Aparelho de Som,32/32,Hashtag Toys,1,"Price, Mariah",Meredeth,Relph,Brasil - RJ,
5/24/2020,Geladeira,"299,9/299,9",Litware ,2,"Williams, Kaitlyn",Wilmer,Trassler,Brasil - SP,
5/24/2020,Microondas,"299,9/218,93",Litware ,2,"Hall, Edward",Maegan,Macak,Brasil - SP,
5/24/2020,Geladeira,"299/272,09",Litware ,1,"Henderson, Jordyn",Honoria,Wolffers,Brasil - SP,
5/24/2020,Microondas,399/399,Contoso,1,"Guo, Glenn",Wiley,Gillott,Brasil - RJ,
5/24/2020,Aparelho de Som,34/34,Hashtag Toys,1,"Martinez, Emmanuel",Barbi,Hoyes,Brasil - SP,
5/24/2020,Aparelho de Som,"28/24,36",Hashtag Toys,4,"Sara, Cassandra",Júlio,Freire,Brasil - ES,
5/24/2020,Aparelho de Som,"43/30,96",Hashtag Toys,1,"Garcia, Carolyn",Eddie,Maccumeskey,Brasil - ES,
5/24/2020,Monitor,"126,9/126,9",Southridge Video,1,"Gomez, Kathleen",Cosimo,Radbond,Brasil - SP,
5/24/2020,Projetor,"126,9/126,9",Southridge Video,5,"Sharma, Tonya",Kippy,Midghall,Brasil - SP,
5/24/2020,Monitor,"126,9/85,02",Southridge Video,1,"Turner, Hunter",Cristen,Kitteridge,Brasil - ES,
5/24/2020,Monitor,"126,9/126,9",Southridge Video,4,"Long, Jessica",Daffi,Henden,Brasil - ES,
5/24/2020,Projetor,"126,9/126,9",Southridge Video,1,"Simmons, Kaitlyn",Felipe,Paulo,Brasil - SP,
5/24/2020,Projetor,"126,9/79,95",Southridge Video,2,"Flores, Gabriel",Gabi,Tabert,Brasil - SP,
5/25/2020,Ar Condicionado,595/595,Contoso,1,"Schmidt, Michele",Rilson,Guedes,Brasil - SP,
5/25/2020,Gravador,"4,99/4,99",Hashtag Toys,1,"Tang, Alisha",Phillie,Harmes,Brasil - SP,
5/25/2020,CD Música,"257,5/257,5",Contoso,4,"Mehta, Troy",Robert,Caw,Brasil - ES,
5/25/2020,Sistema Audivisual para Carro,"149,95/125,96",Wide World Importers,1,"Goel, Kurt",Bernarr,Ramelet,Brasil - SP,
5/25/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Rodriguez, Phillip",Lorianna,Drepp,Brasil - SP,
5/25/2020,Ar Condicionado,"595/404,6",Contoso,5,"Diaz, Sarah",Raísa,Rodrigues,Brasil - SP,
5/25/2020,Monitor,"66/58,08",Southridge Video,1,"Henderson, Alexandra",Conchita,Cornewall,Brasil - SP,
5/25/2020,Aparelho de Som,43/43,Hashtag Toys,3,"Long, Alexis",Oliviero,Turfrey,Brasil - RJ,
5/25/2020,Aparelho de Som,"109/83,93",Hashtag Toys,2,"Zhu, Jorge",Teddi,Burkhill,Brasil - MA,
5/25/2020,Lâmpada,595/595,Contoso,1,"Sun, Louis",Delmor,Blare,Brasil - SP,
5/25/2020,Projetor,"126,9/126,9",Southridge Video,1,"Gill, Anne",Levey,Borges,Brasil - RJ,
5/25/2020,Monitor,"126,9/126,9",Southridge Video,1,"Guo, Brittney",Min,Smallwood,Brasil - ES,
5/25/2020,Monitor,"126,9/109,13",Southridge Video,1,"Mitchell, Sophia",Carson,Draxford,Brasil - SP,
5/25/2020,Projetor,"126,9/126,9",Southridge Video,1,"Subram, Jermaine",Rois,Binion,Brasil - RJ,
5/25/2020,Projetor,"126,9/90,1",Southridge Video,3,"Collins, Evan",Kristopher,Lewnden,Brasil - SP,
5/25/2020,Monitor,"126,9/83,75",Southridge Video,5,"Chander, Terry",Kelsey,Weeks,Brasil - SP,
5/26/2020,Lâmpada,595/595,Contoso,1,"Goel, Lindsay",Kate,Pulman,Brasil - MA,
5/26/2020,Lâmpada,595/595,Contoso,1,"Xu, Johnny",Charmine,Lumbley,Brasil - SP,
5/26/2020,Gravador,"6,99/6,99",Southridge Video,2,"Wood, Destiny",Myrta,Lesmonde,Brasil - SP,
5/26/2020,Microondas,429/429,Contoso,4,"Luo, Kelsey",Korney,Peaden,Brasil - SP,
5/26/2020,Ventilador,109/109,Hashtag Toys,4,"Lal, Tamara",Carly,Mckiddin,Brasil - SP,
5/26/2020,Ventilador,109/109,Hashtag Toys,1,"Anand, Colleen",Shirleen,Curtoys,Brasil - RJ,
5/26/2020,Ventilador,109/109,Hashtag Toys,3,"Ruiz, Audrey",Raphael,Sinson,Brasil - SP,
5/26/2020,Rádio,"6,99/6,99",Hashtag Toys,1,"Clark, Charles",Celie,Killcross,Brasil - SP,
5/26/2020,Gravador,"4,98/4,98",Southridge Video,1,"Vazquez, Beth",Roseann,Tout,Brasil - ES,
5/26/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Clark, Jasmine",Nelli,Hartburn,Brasil - SP,
5/26/2020,Geladeira,889/889,Southridge Video,1,"Allen, Sean",Lynnett,Cowope,Brasil - SP,
5/26/2020,Geladeira,"329/273,07",Southridge Video,1,"Sharma, Rafael",Gauthier,Reveley,Brasil - SP,
5/26/2020,Ventilador,56/56,Hashtag Toys,1,"Thomas, Olivia",Sheelagh,Deppen,Brasil - SP,
5/26/2020,Aparelho de Som,32/32,Hashtag Toys,1,"Howard, Jessica",Dan,Diss,Brasil - SP,
5/26/2020,Rádio,"16,99/16,99",Southridge Video,1,"Liang, Dennis",Fergus,Maving,Brasil - RJ,
5/26/2020,Rádio,"16,99/16,99",Southridge Video,1,"Chow, Amy",Kenyon,Januszewicz,Brasil - ES,
5/26/2020,Rádio,"4,99/4,99",Hashtag Toys,1,"Zhao, Randy",Garwood,Johncey,Brasil - SP,
5/26/2020,Ar Condicionado,25/25,Contoso,1,"Andersen, Arturo",Janette,Laborda,Brasil - SP,
5/26/2020,Gravador,"8,99/8,99",Hashtag Toys,1,"Jai, Latoya",Benny,Eisikowitz,Brasil - RJ,
5/26/2020,Gravador,"16,89/16,89",Hashtag Toys,3,"Chander, Damien",Jami,Kadwallider,Brasil - ES,
5/26/2020,Lâmpada,"595/452,2",Contoso,1,"Cook, Faith",Sonia,Spowage,Brasil - SP,
5/26/2020,Lâmpada,"595/434,35",Southridge Video,1,"Gonzalez, Devin",Megan,Hessentaler,Brasil - SP,
5/26/2020,Monitor,"126,9/126,9",Southridge Video,1,"Serrano, Jacquelyn",Hailey,Rheubottom,Brasil - ES,
5/26/2020,Projetor,"126,9/126,9",Southridge Video,1,"Moreno, Meghan",Thomasin,Madle,Brasil - SP,
5/26/2020,Projetor,"126,9/98,98",Southridge Video,1,"Romero, Diana",Pauline,Connick,Brasil - SP,
5/26/2020,Projetor,"126,9/120,56",Southridge Video,1,"Ortega, Roberto",Simone,Laurand,Brasil - ES,
5/26/2020,Monitor,"126,9/111,67",Southridge Video,3,"Ramos, Sheila",Dom,Baake,Brasil - RJ,
5/26/2020,Projetor,"126,9/121,82",Southridge Video,1,"Morgan, Andrea",Brynna,Silby,Brasil - SP,
5/26/2020,Telefone para Casa & Escritório,758/758,Proseware,1,"Lee, Alexis",Lyell,Grzelczyk,Brasil - SP,
5/26/2020,Telefone para Casa & Escritório,758/758,Proseware,5,"Griffin, Faith",Franny,Haggard,Brasil - ES,
5/26/2020,Acessório para Câmera,758/758,Proseware,1,"Lee, Alexis",Modesty,Crenage,Brasil - SP,
5/26/2020,Acessório para Câmera,758/758,Proseware,1,"Lee, Alexis",Lauralee,Mussolini,Brasil - SP,
5/26/2020,Telefone para Casa & Escritório,758/758,Proseware,1,"Cook, Adrian",Dannel,Sehorsch,Brasil - RJ,
5/26/2020,Acessório para Câmera,758/758,Proseware,5,"Griffin, Faith",Ethelin,Giveen,Brasil - ES,
5/26/2020,Microondas,299/299,Litware ,1,"Lal, Jonathan",Miguel,Coudray,Brasil - SP,
5/26/2020,Telefone para Casa & Escritório,"758/704,94",Proseware,5,"Griffin, Faith",Cecil,Clymo,Brasil - ES,
